text,label
"I've spoken to the ""team"" in Reading via my ""Partner Assist Specialist"" and sent in documentation of several scenarios surrounding the functionality of credit notes and how it should work.  They of course can do nothing, but have promised me a call from a ""Senior"".  We'll wait and see.",1
Is there any further update on this.  the last update provided was in March 2024.,2
"Working in a large firm of accountants, transitioning clients to Xero and training them, this is by far my biggest issue with Xero. I have been requesting this for 8+ years now and I can see the request is the most voted for....please, please, please prioritise this!",1
This is SO important - i might need to revert back to Quickbooks as that software does it and i didnt realise sales invoicing would be so hard to do on xero. For a practice that invoices clients contractors costs - but those contractors see my clients books thus process my invoice......there must be something that can be done.,1
Any update on this?  Would be super handy.,2
"Sadly Nathan Xero continue to ignore multiple requests on this preferring ""to focus on other priorities""

They have made it clear that they have no intention of doing anything about this in the near term

Not listening to what the customers need",1
Adding to the chorus - please can we get this in development.,2
HI Xero! Can you give us an update on this? I need this functionality.,2
"Come on Xero, for every person that comments here, there are more that want this feature that don't comment here! This is important to our businesses!!",1
"I'm with everyone on this thread, would love to see this feature added – it’s been requested for years and is something other systems already offer. We often need to track all the individual components for our own records, but don’t always want to show the full breakdown to the client. Being able to combine or hide line items would make things so much tidier and more professional from a customer point of view, while still keeping things clear on the backend.  Please consider prioritising this.",1
"I currently have a free trial, I like the look of xero over competition at present, but This is looking ot be a deal breaker.
We often have 30 or more items on the invoice plus lines for labour costs, we want to be able to describe the service carried out (which can be done in the description field) but not show line items of individual spares or materials, we just need a total for the client.
Pointless paying for email invoicing with payment links if we have to use a seperate invoicing software so the invoices can be sent as we need.",0
"My Thoughts

Reason for Feature Development
1. Professional Presentation for Clients

Many businesses want to present clean, summary-style invoices to clients without exposing detailed internal breakdowns (e.g., markup, subcontractor fees, individual material costs).
Currently, to avoid showing certain line items, businesses must manually merge or delete them, which complicates record keeping and audit trails.
2. Maintain Accurate Internal Reporting

Businesses often use detailed line items for internal analysis, job costing, and tracking. Hiding items from the client-facing invoice while retaining them in the backend would preserve data integrity without compromising client presentation.
3. Competitive Sensitivity

In trades, consulting, and contracting industries, line items may reveal sensitive supplier costs, margins, or proprietary service breakdowns. Hiding them prevents price shopping and protects intellectual property.
4. Industry Standards

Competitor software (e.g., QuickBooks, FreshBooks, and Zoho Books) offer “summary invoices,” “collapsible line items,” or “internal notes only.” To stay competitive, Xero should match this flexibility.
5. Enhanced Customisation and Control

Businesses increasingly demand invoice customisation. Adding this feature would improve user satisfaction, especially among trades, agencies, and firms who need tailored client communication.",1
"I used to need this feature, but I no longer do. I was using Xero as our primary source for customer orders. Now I flipped things around and it's working much better. I am using a separate order management system. It creates an invoice directly in Xero and only includes the information that the customer needs to see. This, I think, is the best of both worlds. The order management system contains all the relevant data to support our SOPs and the invoices in Xero are focused the final products/services that are sold to the customers. This is working better for us rather than overloading the invoices to try to do it all.",2
Put it on your roadmap urgently,2
The inbuilt calculator is not at all helpful to address this issue,1
"Once you have created a custom report, it should be available to display on the dashboard. The reports panel has only a very limited number of reports to choose from. For example I have created a custom report that shows the biggest outstanding invoice balances by contact but I can't display this report (Ideal) nor can I even link to this report (workaround) on the dashboard.",2
Would be helpful if you had the ability to change the dashboard graphs to show YTD as well.,2
"It is top of the UNBELIEVABLY STUPID list that Xero does not have this functionality. 
As the CEO, I don't care about the minutia shown on the current dashboard; I care about:
Financials
Financials
And Financials.",0
This would be very helpful.  Thanks.,2
Would be very useful to personalise the homepage for clients.,2
This feature would save so much time!,2
Really help to make sure approver can quickly approve an invoice rather than waiting for them to log on and check through all invoices,2
"Would save so much time and errors if implemented, yes please",2
Also find a way to turn off expense notifications for the rest of us who have absolutely nothing to do with expense claims but get a notification every times one is uploaded,2
"The lack of this feature alone is enough to consider an alternative software package.

The idea that managers need to hunt down invoices requiring their approval by logging in multiple times per day / week, particularly around month end, to see if anything is there for them is quite frankly ridiculous and a waste of managers time.",0
This is really needed .,2
"Very often we missed the bills and invoices. It requires to be in Xero for me to be able to process pending bills. I’m always on the go (travel), notifications would be awesome and will speed up our  process and at the end our client will be happy 

Looking forward for some thing great to happen with Xero 
We love Xero. Come on team !",3
This would be very helpful,2
"Isn't this a basic requirement for a purchase order system? Some people can raise them, others can approve them and people get notified as and when they've got something to do?

Choosing an approver for a PO should either be mandatory when creating it, or defined by configuration, ie. Mrs A approves POs raised by Mr B.

When Mr B raises a PO, Mrs A is notified. When Mrs A approves / declines the PO, Mr B is notified and everything moves along nicely.

Surprised to find that you're 3 years in to this suggestion with no apparent progress.",1
"Couldn't agree more,  we raised this and commented about it a number of times.   Im now face with the proposition that we must have approvers in the process,  so looks like we may have out grown Xero, finally and will need to move to something more capable as a business tool.

Sorry Xero,  it was good while it lasted,   maybe losing customers to a competitor might finally spur you into listening to your customer base more.",0
"Totally support this request, will create faster more efficient processing",2
"I'm just here to second all the requests for bill/invoice approval notifications that have already been made. Come on Xero, this is a basic feature that many businesses need - having to manually check whether something is awaiting payment is so clunky!",1
This feature would streamline our billing in a significant way,2
"In an office where the FD (our approver) is snowed under with work, they often forget to approve things. Regular reminders would be so beneficial to our business when things need approving.",2
This feature would be a game changer!,2
A brilliant idea but sad to see that nothing has been done in 13 years,1
It's unbelievable this is not already done!!!,1
How has this not already been implemented..I'm having issues with getting things done without this notification that when I read online supposedly is available but clearly is not,1
"@Alex McDonald, why is this not a feature that is already on Xero? Why should we need to attach an app and have the extra expense of this? 

There are so many people asking for this now, come on Xero! 😡",1
Really. This isn't a feature??? What? I would have thought it is a very basic feature. Allow lower-ranking staff to create invoices and send them for approval. Notifying higher-ranking staff that they have an invoice waiting to be approved.,1
"I am really surprised there are not notifications to approvers when an invoice awaits approval. It means someone has to contact me outside the system, then I go into Xero to look for it, then go back out to let the person know I approved it. I expected the feature to exist.",1
"A notification feature for invoices needing approval is a must for me, very disappointing this feature isn't just standard practice. feels basic.",1
any updates on this? looks like the request has been sitting for over 3 years. :?,2
"I also have several suppliers that offer a discount, but currently have to manually calculate each invoice.   I would also like to see a credit limit and discount % section within the supplier details.  They are there for AR but not AP",2
Very disappointing response. Same old same old. Clearly Xero doesn't care about existing customers. - John Rae,1
"Just asked the same question today. I have an statement with multiple lines getting discounts, so now I'll have to amend each one individually. What a pain.",1
Whilst I continue to use Xero I do not recommend it to others. In fact I disrecommend it. Customer focus and response is very poor. This particular topic has dragged on for years. The lack of action by Xero show how out of touch their senior management is from customers of their in the field.,0
This is a standard feature in most other software.  Not sure why Xero cannot handle early pay discounts.,1
"Hi, please if you can we really need discount applied to accounts payable, as we have alot of suppliers that offer discount to us. I would be so nice to be able to do it on bills level and not have to capture credit notes each time. It can be time consuming. Please this is one feature that is missing from Xero, I am a new user to Xero we use to use pastel, they had that feature. We are really missing it. Thanks",1
"Hi, thank you for your reply, total understand. Please if you guys can push it up to the front of the quey. It is quite time consuming, to have to go do a credit note each time for the discount on a suppliers, one suggestion is that when we were doing the payment in the bank recon, we could apply the discount there as well. which is quite nice too. This is the only feature that i have found missing in Xero, otherwise all is good so far. Shirene",2
Very frustrating. This has been dragging on for years.,1
Super frustrating that this was suggested 13 years ago and it hasn't been improved in that time. I'm wasting so much time adding a discount line to nearly 100 bills a week.,1
"Implementing an early settlement discount feature would be a significant improvement for our company. Most of our suppliers offer these discounts, so the ability to post a discount with each invoice—subject to a specific payment date—would be ideal.

Specifically, we are looking for a system that automatically applies the discount to invoices paid within the qualifying window during bulk payments, while defaulting to the full invoice amount for those that fall outside that timeframe.

This functionality would greatly enhance our efficiency. Could you please let me know if this is something that can be supported?",2
I've lost track of the time wasted jumping between organisations...,1
Extremely critical to my organization to be able to do this,2
This would be an incredibly useful feature. Please consider!,2
"Not having the ability to add subtotals to quotes and invoices in Xero is one of the biggest regrets that I have in moving from Quickbooks to Xero. Overall I do like Xero, but not having the ability to add subtotals seems like an obvious misfire on Xero's part. For as long as I have been using Xero (nearly 10 years now) the community has been asking for this feature but Xero has looked the other way.",1
Please Please Please add sub totals to invoicing. Very important in the quoting process to allow clients to see each section clearly,2
"The over whelming support in favor of sub totals is staggering. 

id also like it as well would help with a massive contractor that we work with",2
It's gobsmacking that we can do anything we want with AI but accounting software can't sub-total an invoice. What a basic accounting principle so tragically overlooked.,1
I am trying to convince one of my companies to transfer from QBO to Xero. As this is crucial to our invoicing this may be a big stumbling block. The amount of invoicing we do in a day makes it unfeasible to export to PDF and edit each one. Please let me know if there is any movement on this.,2
Can't believe in 2025 we are still waiting on this. We are paying for a platform to manage our invoicing and the solution is to use a different platform to manage our invoicing?,1
We're trying to switch from QuickBooks and this is a huge hurdle for us.,1
"As a new user of Xero, I'm surprised that what I thought would be a standard feature of accounting software isn't available; yet the issue has been highlighted by so many people, over many years. Surely something so simple could be added, considering how much the monthly fee increases year-on-year.",1
"Just moved from quickbooks due to accountant requirements and incredibly disappointed this isn't available out of the box. 
PLEASE fix this",1
"Sub-totals are a must in invoicing software and should be standard - not a third party add on that adds to the overall cost.  Competitors (Quickbooks, MYOB etc) have this nailed and it is extremely disappointing to have to add MANUAL sub totals to invoices (with the inherent errors that will occur).  No matter what industry you are in sub-totals in invoices is a MUST.",1
"Chiming in to say that not having subtotal ability is what will make me jump ship with Xero. I am definitely feeling the pain from transitioning away from Quickbooks, and this may be the deal breaker. The add-ons and the subscriptions to make simple things work are hard to take.",0
"this.... has been going on forever. if it wasn't for xero's integration with my local banks and accounting firms, i'd gladly stick with quickbooks. unfortunately quickbooks doesn't have enough integration with my local vendors. 

come on Xero. subtotals please. how is it taking this long.",0
"As Hannah G (Admin, Xero) stated, Xero is a ""global product"". Therefore small business owners (in NZ) are not a priority. I notice it says the ""Xero Team (Admin, Xero) shared this idea Sep 2, 2012"" Is that correct, 13 years ago! There is probably an ideas threshold flag of >1000 & with only 305 votes this is going nowhere fast. Sad, but welcome to the world of being ignored by a huge corporate.",1
The Xero TV advert should be reported as misleading.  The guy gets into quick sand but no way does Xero resolve our needs. . . . I've found another accountant who embraces Quickbooks. . . Time for me to leave.,0
"A word tothe XERO team.
This is madness.
Whilst you continue to invest in useless updates, you ignore such basic needs.  This is a very simple update for you guys with less regression testing required than you woudl need for many of the useless changes you have made recently.

Purely because of this issue, XERO is of no use to us in most applications.

There is an obvious missunderstanding by those wiuthin XERO as to how important this feature is...not just because people like it but ecause some products HAVE to be quoted like this and invoiced like this.

At teh earliest opportunity, we shall be migrating our busines to another system.  We also always recommend people DO NOT use XERO now as it is proven that some most basic features are not in place.

Of course, XERO know how difficult it is for a business to migrate and take advantage of this through subscription changes, feature dilution, etc etc.  They will put up with customers not getting basic features as long as customers still pay.

This WILL change XERO.  You will lose customers as word of mouth changes from 'its a great system' to avoid XERO, they dont offer basic features and dont respond to customers needs'

I learned of XERO through a very large global group of fast growing businesses that I am part of.  This group is backed by one of the worlds largest and most influential global companies.  XERO was the defacto choice for many and recommended to nearly all.
I can tell you now that it is already changing.   Many now recommend your competitors who have a more complete solution, have moved forward faster and are better value.",0
"For a global provider to not fast track such a basic feature is third world - don't suggest work arounds, Xero was championed as the best there is ... all in one place .... at your fingertips solution.
Our suppliers are expecting more detail and breakdowns as they micro-manage costs.
Come on Xero - DO BETTER!",1
"I also require sub totals on invoices, it is a customer request/requirement going forward.

Please advise something is being actioned seems a poor out come considering the time this was first raised requested.",2
"Come on - add subtotals to invoices.  

""So as we head into 2026, I want to make you a promise: we'll keep listening. Tell us what's working. Tell us what isn't. Tell us what you need next. That conversation between us — that's how we get better together.""- don't have the statement as waffle and fluff in a feel good end of year blanket email Sukhinder Singh Cassidy.  Make it real.  With all the ""You told us you wanted smarter tools that actually save time"" and ""This year, we shipped a lot of new capabilities in response"" fluffy, feel good words in the email 20/12/2025 I would expect ACTION on getting sub-total ability in to the invoicing capability - pronto!!!",1
"Will it possible to have a sending date that is before the posting date of the invoice? The invoice needs to be sent on the 25th of the month, but the posting date needs to be the 1st of the next month. For example: The invoice needs to be sent out on 25 March but the posting date will be 1 April.",2
"Revenue Recognition and amortizing Prepaid Expenses is pretty much the same type of calculation that Xero is already able to do in the Fixed Assets module for Depreciation. A module is a much better option than for us to book repeating MJEs out for 12 months or tracking on a worksheet outside of the system. 

Seems like low hanging fruit to build and make almost all accountants : ) 

That would save us a lot more time than whatever enhancements were made on invoicing and reporting over these past years.",2
Agree! Is there a way to expand the Fixed Assets module to have the initial entry hit a liability account through invoicing and then amortize each month?,2
it would be helpful to have two reference boxes when posting a bill. One for the bill invoice reference number and one for the companies reference if you use reference numbers which my company does.,2
All other systems can record 2 reference numbers. Our reference number so that we can locate the item and the supplier reference number.  Ridiculous that only one reference field is available.,1
"Hi,

Could we have another box next to reference in suppliers invoices for purchase orders, as the moment we are using reference for invoice number and adding the PO details in the description which i would prefer to keep for what the purchase was.",2
"Please add this feature, it is now long outstanding and we need second reference option in the bill.",2
Please add this in - I need to be able to search for things using 2 different references!,2
We would like this added in too. We use our own references i.e 1st invoice in May is MAY001,2
"It has actually been over 10 years since this feature was requested. No update as to when this could be added and suggests that no development has been done in Bills for a long time as it could easily be incorporated into an update. It is standard practice for Purchase Order reference to be linked to a bill, but Xero expects this to be added into the line detail. This is a very backward approach for a forward thinking company. It may seem trivial, but if you are dealing with this for hundreds of bills a week/month, the benefits of Xero start to get outweighed by the daily functionality of other options.",1
Please please can this 2nd reference field be added to Bills soon! Duplicate payments have been made because of this oversight. 10 years of asking and counting.... please....,1
"I have been using Xero since March 2010, and have been waiting 15 years for this second reference.  You bring out all these wonderful ""improvements"" but no second reference field.
I too have made duplicate payments because of this problem.
Why have you not added this small feature, you've had it for sales invoices since day one.  No brainer.  Come on Xero, get it sorted.  I am sick of waiting.",1
Please see attached email detailing how SAGE invoicing is better as it has more fields. Had we understood the Xero limitations here we may not have moved to Xero. There are a lot of other users asking for more invoice fields. This would be a great enhancement.,1
Please see attached email detailing how SAGE invoicing is better as it has more fields. Had we understood the Xero limitations here we may not have moved to Xero. There are a lot of other users asking for more invoice fields. This would be a great enhancement.,1
Please see attached email detailing how SAGE invoicing is better as it has more fields. Had we understood the Xero limitations here we may not have moved to Xero. There are a lot of other users asking for more invoice fields. This would be a great enhancement.,1
"Please consider adding an additional reference field to both bills and invoicing - this would be really useful. The attached shows the difficulty we are having with this when compared to SAGE, who's software currently allows for this much more effectively. If this could be added, it would be much appreciated and would greatly improve our Xero experience.",1
In desperate need of more than 1 reference field on bills.  Fields must be searchable within Xero as well,2
"Been waiting 15 years for this.  In that time, Xero have brought in plenty of upgrades, but not this one simple feature.  Come on Xero, get your act together.  Having this reference as a search field is an excellent idea.
Sales Invoices have always had this, why not Bills.",1
"This would be a very valuable feature for our business. Many clients ask us how to make part payments through Xero payment services, however they are not able to. 
It is 12 years since you shared this idea (in 2012) and I am surprised Xero does not have the resources to make this feature active by now...I am not impressed with Xero since I have started using it 6 months ago.",1
"Ability to issue progress payments on quotes /invoices to percentage claim certain items or expenses.

Progress Payments on a invoice is critical to my business .


i was shocked when i realise that xero didn't have the ability to do this",1
"This is something we truly need, our work is fixed price, we send progress invoices as the work/project is being done",2
we are offering payments over 12 months / Biannual and would like the ability to add multiple due dates so the invoices age correctly.,2
"Please our company really needs this for our invoicing.  We are constantly having to send separate invoices and deducting all the other invoice amounts so that they are left with a total amount owing.  

it is time consuming.  PLEASE CAN THIS BE LOOKED AT URGENTLY",1
"Our company needs this option as our quotes or purchases orders from clients comes with different stages on it. The time between stages can be 1 or 2 months, so invoice client as soon as one stage is completed is an alternative that Xero's should offer in the sofware.",2
"This is an absolute critical functionality, and I believe would be for many businesses. It's a shame that currently due to gap of Xero not capable to offer it many organizations would have to look into 3rd party tools probably forcing then to move away from Xero.",1
"Can all those here who really would benefit from this idea, bombard this page with this request so maybe then XERO will take some action! You would think this isn't such a difficult feature to add to the system with other systems having had implemented this a while ago... 

XERO we want to be able to do progress payments, please do something about it. Thanks",1
Our business really needs this as we have ongoing projects and need to be able to track against full quotes.  Seems that each time I want to automate something in Xero it requires an additional add on which costs more money.  We simply can't afford to keep paying monthly fees.,1
"This is definitely a critical function for the most of sole traders, don't understand why you guys haven't been designed it yet.",1
Needed for invoiving of instalment statements for debtors,2
This would be a great function for our rent invoices where customers do not want to receive a rent invoice every month.,2
"Our client has just started using Xero projects and needs to issue progress invoices on fixed price contracts.  We also want progress invoices to be posited to a liability account for customer deposits and the final invoice to show the full contract price posted to sales less the progress payments posted to customer deposits.  I can override the figrues in the final project invoice but the project profitability summary then displays incorrectly. 

Please add progress invoicing to projects.",2
I have a number of Clients that this would be useful for.  They like to issue the full invoice but want to be able to set payment due dates for the instalments,2
"We are often looking to produce progress payment invoices based off the total quoted/accepted amount. Each progress payment invoice should then detail any amounts received against the total amount, as well as invoicing for the next amount due and in effect, give a running balance. Seems crazy that this is not something Xero have considered. Please product team, investigate this option as I'm sure plenty of people would benefit from this feature.",1
Yes please make this happen ASAp. We would love the freedom of our customers being able to pay as much as they want on their Invoice with Xero keeping track. Having them only able to make the Full Payment does not always work for each customer as we are dealing with large amounts and not all credit cards allow large amounts. So they sometimes pay in multiple instalments. PLEASE GET THIS ACTIVE,1
"This would be super helpful for our business as well. Our terms are broken up to in 3 payments 30% deposity, 30% at installation and 40% at completion.",2
Is there an update on this please?,2
"Yes, update please. This function is a must for those of us who have customers/clients who are required to pay multiple invoices at once. Can we please get this function added ASAP.",2
any news on this option to add Pay Now link to the statements please ?,2
"I can't believe I've just stumbled across this as a feature that doesn't already exist. 

In my view it's very primative that with xero you can't add a link to 'pay now' when sending statement e-mails. It is 2025.. this should be already available... come on xero developers, please get this enacted. There's businesses like ours setting up direct debits for customers, growing sending an ever increasing number of invoices, team Xero should be treating this as a priority. 

Competitiors already do this?! Although I suppose if it's left long enough, enough folk will start looking elsewhere for accountancy programmes and there won't be a need for this anymore!",1
"This is a really basic omission which, having just switched to Xero, I'm really frustrated about.  I hope it gets added very soon.",1
This has been ongoing for some time. What sort of timescale are we talking Xero.,1
It doesn’t make sense that there isn’t yet available. Please fast track.,1
This feature would help immensely with cash flow,2
This is a must release feature in my opinion,1
We are a school using Xero we invoice annually and parents can pay monthly so it is really necessary for the online payment method to be linked to statements as well. Doesn't make sense that this is still unavailable.,1
"I have discovered that there is now a ""Review and Pay"" button on statements.

It will only appear if the invoice is new. I have found that you can prompt it to show in older statements by ""editing"" an invoice. You don't need to edit anything, you just need to make Xero think you have edited the invoice.",2
YES! FINALLY!!!! I have been using my own custom made template for this for ages - seems crazy to send a client a statement with 10+ outstanding invoices on it and expect them to open each invoice and click the links separately...! this pay now feature is well overdue. thank you Xero! I am v sad I didn't get to try it out though... hopefully in the next pool??!,4
"This is critical for Bpay payments to one supplier - the transaction is input as one invoice, but the Bpay payments are paid individually, meaning sometimes there is 40+ transactions to match off to one invoice. This takes a significant amount of time!",1
"It is unbelievably disappointing that Xero does not have a way to BULK reconcile many statement lines with one transaction or one invoice.

It is a huge stain in the ability of Xero to serve our needs.

Within cash coding tab, there should be a ""Find & Match"" button that applies to ALL the selected rows and does the equivalent of ""Split"" when doing one by one.

I can't believe this issue has been lingering for YEARS. 
It's probably half a day of coding for an intern. This is outrageous.

We are considering switching solution just because of that, and I will slash all my online reviews of Xero until this is fixed.",0
The years are rolling by and not only has it not been done.  There is also no response.  I’m looking to leave on this.  Plus the increases in costs and forced backwards functionality.,0
"My complaint was posted 2 years ago.  No reply, multiple other people with the same complaint and nothing done about it so we are now moving to SAGE.",0
Need to also be able to send one receipt for multiple payments for one invoice,2
"Xero team, why is this still not a thing?

I currently have 6 entities with you and if this doesn't become a feature soon I will have to leave you guys for a better tool.",1
"This is critical for property managers and developers that have hundreds of properties, as well as setting up Bpay batches. Why is this request continuously ignored?",1
God that we waste time associating those paiements by hand by splitting and splitting and splitting the invoice 😫😫 please give us an extra tool for this!!,1
"I think that a lot of feature development seems to favour accountants and larger businesses.

This is one that would help smaller firms where bookkeeping is done in house and  where time is very precious.

Xero, please look at this feature.",1
"Why is this not a thing? If you can match multiple invoices to one payment, why on earth is it not an option to do the same in reverse? Surely it's not a hard thing to code the software to do? Or is it not pretty enough for Xero to care about?",1
i eagerly await this feature to be developed. It will really save so much time. thanks,2
This would be great to have for the farming clients to be able to have a proper livestock trading account.  I've recently viewed the video on how to set up the livestock trading account which refers to a spreadsheet to do this calculation but the link doesn't work and i have now been told this has been discontinued!!! Very frustrating,1
"Seems like everyone's on the same page as me, but Xero just don't care.",1
"What ****** me off, is that Xero will have the audacity to send a questionnaire to ask for ideas or to find out how wonderful they are. I simply won't waste my time answering them. They have the information they need in their forum.",0
We urgently need this feature for our export documents.,2
"XERO PLEASE ACT UPON IT !
Everyone needs this features badly !",1
"Using a line item for a comment or description by not assigning a quantity or price works fine on the pdf version of the invoice. However, on the invoice summary in the body of an emailed invoice a 0.00 value is shown for the comment or description. As I said, this zero value doesn't show on the pdf, but I think it looks strange showing up in the email.",2
"I'm just switching over from kashflow and whilst lots of things about Xero are better, it's a bit dumb not to have the basic function of adding a comment line to an invoice!",1
Other accounting software have this feature.,1
"This was idea was submitted 2012.

THIRTEEN YEARS AGO.

As a programmer, I understand why this has not been implemented, as it's extremely difficult to change the format of the line in the table (especially with custom .docx files) to have either a full line that stretches across the table (merging all the cells) or a standard line with all the individual details.

So here's an idea.

1. The advanced templates will have two table rows in the items loop:
  1.1 The first defines the table row design of a comment
  1.2 The second defines the table row design of an itemised line

2. The PDF creator will choose to use:
  2.1 The comment line format if the item quantity is empty or has a value of 0 (zero)
  2.2 The itemised line format if it's not zero.

I don't even want to be paid for this idea.
But I know it's doable and not too hard to implement, if you've written your code well.

So, get it done and see the kudos flow in.",1
"Unfortunately, you are not even able to open a screen for each company at the same time unless you do this in different web browsers. 

This also is unreasonable if you have multiple companies you are working with.
How many browsers are secure and trustworthy for something such as your company financials?",1
"Small group of companies. Parent company and 4 subsidiaries with very similar structure and in the same business. Need to report on consolidated (combined) performance wrt. AR, AP and general business analytics. We spend more time to export and consolidate outside of Xero, while all the helpful business snapshot reports are only available individual. Individual reports are not accurate as transactions occurs across entities",2
Consolidation reporting for a group entities is needed.,2
Why can xero not include this functionality.,1
"This is urgently required. We need to be able to provide Profit and Loss reports for individual divisions and then bring the profit /loss into a Combined Profit and Loss Report for head office. This is a basic accounting software reporting requirement, all other accounting programs that I have worked with provide this capability. Please make this high priority to fix, we shouldn't have to be fiddling around creating excel reports, etc.
Same goes for Xero still not having proper farming reports.",1
Really would like Xero to respond to this query as it's been on the table for sooo long with no response or timeline for fix,1
what about letting us to export all the company TB at one go or PL or BS at one click of button,2
This is very important to me - would also assist with lodging consolidated BAS which  I do know but have to manually consolidate,2
"is there anyone using any of the Xero recommeded apps for this purpose? 

Would apprecaite if there is any feedback about any of the apps available fo this purpose. Thanks!",2
"I've just received the notice that there is yet another app compatible with xero that will do this.

What has been asked for is a basic function as are many requests, yet xero palm them off to outside apps that we need to pay for as add ons.

Why don't xero  just do the work that is and has been available in MYOB for some time?",1
"This is a sad news actually. Anyway, for those who are looking for another platform to consolidate reports from Xero, we are currently using QuickConsols. It helps as it can be integrated to Xero and forward balances from Xero automatically and can be set up in a way that all organization will have the same GL outline for consolidated FS. However, you still need to work-out other things through excel. Hopefully, Xero will take more enthusiasm in adding this feature so it would be easier for us to do consolidated FS.",1
"That really is a shame as from an IT technical point of view it ain't so difficult.  The challenge - as always is actually having users maintain group disciplines - common chart of accounts, and standard  intercompany account codes for P&L and balance sheet. Commercially it would take xero into a whole new world of clients - so it seems more than daft not to pursue this",1
"I thought this would be one of the reasons Xero aquired Syft, so that we would gain this functionality within Xero. Are you saying there are no plans for the Syft dashboard to be able to provide a consolidated dashboard between two or more accounts?",1
"Many of your users would see this as being required out of the box functionality, the fact that it can be provided by third part providers in the App store does present a certain level of conflict.

While you provide an update that the idea is not currently planned, you dont't tell your user community WHY ?

Notwithstanding your additional commentary, I dont understand the reason but I do see the corporate speak.",1
agree with others this should be a function so as to not have to reconcile the receipts manually again,2
This would be very helpful.,2
This would be very helpful.,2
This would be helpful.,2
This would be very helpful!,2
This would be great,2
This would be a huge time saver,2
"It's ridiculous that you can't edit a bank account - if the transaction is unreconciled, which it will be if it's been posted to the wrong bank account, why not be able to edit the bank account to the correct one? A huge amount of time and possibly error in redoing the transaction, especially if already allocated to an invoice",1
This has been in the ideas bank for 3 years!  It's critical to be able to change the bank account for unreconciled transactions.  It's such a time waster if a receipt is submitted as paid from the wrong credit card or account!  The only fix ATM is to delete the transaction and re-enter it!,1
"PULEEZE! Bank transfer to the wrong account, as an example. Need to be able to edit the transfer. Having to delete and start over is a recipe for errors. In my case, it's an erroneous transfer from a square bank feed, so no idea if deleting that will mess OTHER things up!",1
"Yes, please add this functionality.  My business has more than one credit card. Expenses are sometimes entered under the wrong credit card. During reconciliation, it would be nice if the bank account could simply be updated instead of having to delete and re-enter the expense. Better yet, your software should be smart enough (in the reconcile screen) to recognize that the transaction was entered under a different account and suggest the correction.",1
"Please give this priority, thank you.",2
"This should be a standard feature, like it is in myob & other accounting software programs. 
It may seem a minor feature to Xero, but it can be a big time saver when reconciling & processing in multiple bank accounts.",1
"This would be a well received, very useful, practical improvement that would be helpful on a daily basis.",2
Being able to change the bank account the transaction has been posted to should be standard. You've been able to do this since way back when desktop accounting software were main stream. Having to delete a transaction and remove the document attachment and start again is not beautiful.,1
It would really benefit if being able to add a custom field to sales invoices as our business need to write in the progress claim %. for easy reference. It is a mess if everything put at the description column.,2
"Add additional customisable reference fields to invoices. Other softwares allow this. 

For example, I have a client who runs a garage and currently uses Quickbooks. Their Quickbooks invoices have been customised to have 3 custom reference fields; vehicle registration, vehicle type and mileage. Xero only allows for a single reference by default.",1
"Add additional customisable reference fields to invoices. Other softwares allow this. 

For example, I have a client who runs a garage and currently uses Quickbooks. Their Quickbooks invoices have been customised to have 3 custom reference fields; vehicle registration, vehicle type and mileage. Xero only allows for a single reference by default.",1
"add additional field to the invoice such as date, item ,.... i need to make the customize invoice with more detailes",2
"I would like to be able to use Xero for NDIS clients who are invoiced via a Plan Manager.
For this to happen I need to extract additional contact information from the contact profile, given my limited coding knowledge, I believe this should not be a significant challenge to implement.
Additionally, I require an editable and visible column in the invoice creation process that indicates the date of service which can differ from the invoice date
Attached is a mock-up illustrating how I envision using Xero",2
"So disapppointing that this feature is still not on the roadmap, 13 years later.

Requested in 2012
Pages and pages of responses from people saying they need it

We often have to resort to creating invoices in spreadsheets again on complex jobs or filling in extra lines in the invoice to explain the cost breakdowns. This takes time, increases chance of errors and reduces readability for the client.

I read the ""building on beautiful"" link that a community manager posted here as a pinned response (at the time of writing)

In my case, I hire equipment for events, it's important to know not just the quantity of items, but how many days they're being used for. I'd also love to have subtotals for different areas we're working on. (whether different stages, or dividing up labour, equipment, transport etc).

Custom fields could meet all of the goals of building on beautiful, building simplicity, innovation and accessibility. It's a far more accessible, readable and useful to allow custom fields in an invoice that suit the needs of the client and business rather than the awful workarounds often required.

As it stands, it's a weak and partially implemented solution and without drastic changes, I know it could be so much better.",1
"ATTENTION XERO!
Referring to Andrew Waugh's comment posted today, and so many others like it, it seems that you are not interested in adding the basic features which so many customers have been requesting for many many years.
There is nothing beautiful about your lack of interest in implementing the basics which other far cheaper packages supply.",1
"Having heard back from The Xero specialist today, I have to fully agree with Penny O’Toole and Andrew Waugh that Xero don’t seem to care about what the end user actually requires, the suggested work around is what I’m already doing and it frustrates me to no end as well as being time consuming

So my work around is to look at another provider

We aren't able to assign a person to this product idea as each idea needs to be approved by our internal teams that work on new functions to Xero. The best suggestion I can make is to leave your comments and vote on that product idea since our product team continually review this page for suggestions on our upcoming changes to Xero.

As far as I can see the last time Xero commented on this product was almost 2 years ago… monitor it .. I call BS",1
I totally support this. We always use the description field to add some notes and specific T&Cs which makes the invoice format looks really bad,2
